Id	Spelling	Transcription
L04S00	Flickan ska åka skridskor idag	[ f l ² ɪ kː . a n ], [ s k ˈ ɑː ], [ ² oː . k a ], [ s k r ˈ ɪ sː . k ʊ r ], [ ɪ . d ˈ ɑː ɡ ]
L04S01	Mamma slog upp tältet på ängen	[ m ² a mː . a ], [ s l ˈ uː ɡ ], [ ˈ ɵ pː ], [ t ˈ ɛ̝ lː . t e̞ t ], [ p ˈ oː ], [ ˈ ɛ̝ ŋː . e̞ n ]
L04S02	Eleven glömde sin väska	[ e̞ . l ˈ eː . v e̞ n ], [ ɡ l ² ø̞ mː . d e̞ ], [ s ˈ ɪ nː ], [ v ² ɛ̝ sː . k a ]
L04S03	Lillebror förfrös vänstra stortån	[ l ² ɪ lː . e̞ . b r ˌ uː r ], [ f ø̞ r . f r ˈ øː s ], [ v ² ɛ̝ nː . s t r a ], [ s t ² uː . ʈ ˌ oː n ]
L04S04	Tåget stannade vid perrong sju	[ t ˈ oː . ɡ e̞ t ], [ s t ² a nː . a . d e̞ ], [ v ˈ iː d ], [ p e̞ . r ˈ ɔ ŋː ], [ ɧ ˈ ʉː ]
L04S05	Hon fick schampo i ögonen	[ h ˈ ʊ nː ], [ f ˈ ɪ kː ], [ ɧ ˈ a mː . p ʊ ], [ ˈ iː ], [ ² øː . ɡ ɔ . n e̞ n ]
L04S06	Pojken föll från trädet	[ p ² ɔ ʝː . k e̞ n ], [ f ˈ ø̞ lː ], [ f r ˈ oː n ], [ t r ˈ ɛː . d e̞ t ]
L04S07	Damen handlade på torget	[ d ˈ ɑː . m e̞ n ], [ h ² a nː d . l a . d e̞ ], [ p ˈ oː ], [ t ˈ ɔ rː . ʝ e̞ t ]
L04S08	Flickorna åkte karusell	[ f l ² ɪ kː . ʊ . ɳ a ], [ ² oː k . t e̞ ], [ k a . r ʉ . s ˈ ɛ̝ lː ]
L04S09	Pappa bakar torra bullar	[ p ² a pː . a ], [ b ² ɑː . k a r ], [ t ² ɔ rː . a ], [ b ² ɵ lː . a r ]
L05S00	De svarta fåren går på ängen	[ d ˈ ɔ mː ], [ s v ² a ʈː . a ], [ f ˈ oː . r e̞ n ], [ ɡ ˈ oː r ], [ p ˈ oː ], [ ˈ ɛ̝ ŋː . e̞ n ]
L05S01	Clownen tappar en ballong	[ k l ˈ a͡uː . n e̞ n ], [ t ² a pː . a r ], [ ˈ ɛ̝ nː ], [ b a . l ˈ ɔ ŋː ]
L05S02	Pappa byggde kojor med oss	[ p ² a pː . a ], [ b ² ʏ ɡː . d e̞ ], [ k ² ɔ ʝː . ʊ r ], [ m ˈ eː ], [ ˈ ɔ sː ]
L05S03	Den stora svarta hästen frös	[ d ˈ ɛ̝ nː ], [ s t ² uː . r a ], [ s v ² a ʈː . a ], [ h ˈ ɛ̝ sː . t e̞ n ], [ f r ˈ øː s ]
L05S04	Flickan valde mellan tre par jeans	[ f l ² ɪ kː . a n ], [ v ² ɑː l . d e̞ ], [ m ² ɛ̝ lː . a n ], [ t r ˈ eː ], [ p ˈ ɑː r ], [ ʝ ˈ iː n s ]
L05S05	Chefen hittade en nyckel	[ ɧ ˈ eː . f e̞ n ], [ h ² ɪ tː . a . d e̞ ], [ ˈ ɛ̝ nː ], [ n ² ʏ kː . e̞ l ]
L05S06	Pennan ligger på skrivbordet	[ p ² ɛ̝ nː . a n ], [ l ² ɪ ɡː . e̞ r ], [ p ˈ oː ], [ s k r ² iː v . b ˌ uː . ɖ e̞ t ]
L05S07	Sovrumsdörren var målad i rött	[ s ² oː v . r ɵ m s . d ˌ ø̞ rː . e̞ n ], [ v ˈ ɑː r ], [ m ² oː . l a d ], [ ˈ iː ], [ r ˈ ø̞ tː ]
L05S08	Hon satte sig vid elden	[ h ˈ ʊ nː ], [ s ² a tː . e̞ ], [ s ˈ ɛ̝ ʝː ], [ v ˈ iː d ], [ ˈ ɛ̝ lː . d e̞ n ]
L05S09	Dagisbarnen gick till lekparken	[ d ² ɑː . ɡ ɪ s . b ˌ ɑː . ɳ e̞ n ], [ ʝ ˈ ɪ kː ], [ t ˈ ɪ lː ], [ l ² eː k . p ˌ a rː . k e̞ n ]
L06S00	Den gröna hinken står på marken	[ d ˈ ɛ̝ nː ], [ ɡ r ² øː . n a ], [ h ˈ ɪ ŋː . k e̞ n ], [ s t ˈ oː r ], [ p ˈ oː ], [ m ˈ a rː . k e̞ n ]
L06S01	Golvet täcktes av en vit matta	[ ɡ ˈ ɔ lː . v e̞ t ], [ t ² ɛ̝ kː . t e̞ s ], [ ˈ ɑː v ], [ ˈ ɛ̝ nː ], [ v ˈ iː t ], [ m ² a tː . a ]
L06S02	Soppan sjöd i kastrullen	[ s ² ɔ pː . a n ], [ ɧ ˈ øː d ], [ ˈ iː ], [ k a . s t r ˈ ɵ lː . e̞ n ]
L06S03	Pappa ska laga min fåtölj	[ p ² a pː . a ], [ s k ˈ ɑː ], [ l ² ɑː . ɡ a ], [ m ˈ ɪ nː ], [ f ɔ . t ˈ ø̞ lː ʝ ]
L06S04	Bagaren knäppte sin stora rock	[ b ² ɑː . ɡ a . r e̞ n ], [ k n ² ɛ̝ pː . t e̞ ], [ s ˈ ɪ nː ], [ s t ² uː . r a ], [ r ˈ ɔ kː ]
L06S05	Båten hade två blå segel	[ b ˈ oː . t e̞ n ], [ h ² a dː . e̞ ], [ t v ˈ oː ], [ b l ˈ oː ], [ s ˈ eː . ɡ e̞ l ]
L06S06	Tjuven halkade i leran	[ ɕ ˈ ʉː . v e̞ n ], [ h ² a lː . k a . d e̞ ], [ ˈ iː ], [ l ² eː . r a n ]
L06S07	Morfar provade för stora skor	[ m ² ʊ rː . f ˌ a rː ], [ p r ² uː . v a . d e̞ ], [ f ˈ øː r ], [ s t ² uː . r a ], [ s k ˈ uː r ]
L06S08	De gula glasögonen är fina	[ d ˈ ɔ mː ], [ ɡ ² ʉː . l a ], [ ɡ l ² ɑː s . ˌ øː . ɡ ɔ . n e̞ n ], [ ˈ ɛː ], [ f ² iː . n a ]
L06S09	Busschauffören äter kex	[ b ² ɵ sː . ɧ ɔ . f ˌ øː . r e̞ n ], [ ˈ ɛː . t e̞ r ], [ k ˈ ɛ̝ kː s ]
L07S00	Doktorn duschade på kvällen	[ d ˈ ɔ kː . t ɔ ɳ ], [ d ² ɵ ʂː . a . d e̞ ], [ p ˈ oː ], [ k v ˈ ɛ̝ lː . e̞ n ]
L07S01	Fotbollen försvann bakom huset	[ f ² uː t . b ˌ ɔ lː . e̞ n ], [ f ø̞ . ʂ v ˈ a nː ], [ b ² ɑː . k ɔ m ], [ h ˈ ʉː . s e̞ t ]
L07S02	Flickan svalde ett tuggummi	[ f l ² ɪ kː . a n ], [ s v ² ɑː l . d e̞ ], [ ˈ ɛ̝ tː ], [ t ² ɵ ɡː . ˌ ɵ mː . ɪ ]
L07S03	Farbrorn svettades när han sprang	[ f ² a rː . b r ˌ ʊ ɳː ], [ s v ² ɛ̝ tː . a . d e̞ s ], [ n ˈ ɛː r ], [ h ˈ a nː ], [ s p r ˈ a ŋː ]
L07S04	Läraren snubblade i trappan	[ l ² ɛː . r a . r e̞ n ], [ s n ² ɵ bː . l a . d e̞ ], [ ˈ iː ], [ t r ² a pː . a n ]
L07S05	I källaren stod en blå byrå	[ ˈ iː ], [ ɕ ² ɛ̝ lː . a . r e̞ n ], [ s t ˈ uː d ], [ ˈ ɛ̝ nː ], [ b l ˈ oː ], [ b ² yː . r o ]
L07S06	Mannen kramar sina söner	[ m ˈ a nː . e̞ n ], [ k r ² ɑː . m a r ], [ s ² iː . n a ], [ s ² øː . n e̞ r ]
L07S07	Grusvägen leder till ett rött hus	[ ɡ r ² ʉː s . v ˌ ɛː . ɡ e̞ n ], [ l ˈ eː . d e̞ r ], [ t ˈ ɪ lː ], [ ˈ ɛ̝ tː ], [ r ˈ ø̞ tː ], [ h ˈ ʉː s ]
L07S08	Pojkarna sjöng vackert igår	[ p ² ɔ ʝː . k a . ɳ a ], [ ɧ ˈ ø̞ ŋː ], [ v ˈ a kː . e̞ ʈ ], [ ɪ . ɡ ˈ oː r ]
L07S09	Mannen skar sig i pekfingret	[ m ˈ a nː . e̞ n ], [ s k ˈ ɑː r ], [ s ˈ ɛ̝ ʝː ], [ ˈ iː ], [ p ² eː k . f ˌ ɪ ŋː . r e̞ t ]
L08S00	Min syster fyller snart tjugofyra	[ m ˈ ɪ nː ], [ s ² ʏ sː . t e̞ r ], [ f ˈ ʏ lː . e̞ r ], [ s n ˈ ɑː ʈ ], [ ɕ ʉ . f ² yː . r a ]
L08S01	Barnvakten kom klockan tio	[ b ² ɑː ɳ . v ˌ a kː . t e̞ n ], [ k ˈ ɔ mː ], [ k l ² ɔ kː . a n ], [ t ² iː . ʊ ]
L08S02	Grannens pojke har svart hår	[ ɡ r ² a nː . e̞ n s ], [ p ² ɔ ʝː . k e̞ ], [ h ˈ ɑː r ], [ s v ˈ a ʈː ], [ h ˈ oː r ]
L08S03	En blå duk låg på pianot	[ ˈ ɛ̝ nː ], [ b l ˈ oː ], [ d ˈ ʉː k ], [ l ˈ oː ɡ ], [ p ˈ oː ], [ p ɪ . ˈ ɑː . n ʊ t ]
L08S04	Golfspelaren skadade axeln	[ ɡ ² ɔ lː f . s p ˌ eː . l a . r e̞ n ], [ s k ² ɑː . d a . d e̞ ], [ ˈ a kː . s e̞ l n ]
L08S05	Lillebror försov sig i morse	[ l ² ɪ lː . e̞ . b r ˌ uː r ], [ f ø̞ . ʂ ˈ oː v ], [ s ˈ ɛ̝ ʝː ], [ ˈ iː ], [ m ² ɔ ʂː . e̞ ]
L08S06	Killarna retades med fröken	[ k ² ɪ lː . a . ɳ a ], [ r ² eː . t a . d e̞ s ], [ m ˈ eː ], [ f r ˈ øː . k e̞ n ]
L08S07	Tuppen står mitt på vägen	[ t ˈ ɵ pː . e̞ n ], [ s t ˈ oː r ], [ m ˈ ɪ tː ], [ p ˈ oː ], [ v ˈ ɛː . ɡ e̞ n ]
L08S08	Mattan i köket är handvävd	[ m ² a tː . a n ], [ ˈ iː ], [ ɕ ˈ øː . k e̞ t ], [ ˈ ɛː ], [ h ² a nː d . v ˌ ɛː v d ]
L08S09	Mannen planterade rädisor	[ m ˈ a nː . e̞ n ], [ p l a n . t ˈ eː . r a . d e̞ ], [ r ² ɛ̝ dː . ɪ . s ʊ r ]
L09S00	Kocken skaffade glasögon	[ k ˈ ɔ kː . e̞ n ], [ s k ² a fː . a . d e̞ ], [ ɡ l ² ɑː s . ˌ øː . ɡ ɔ n ]
L09S01	Hon målar hjärtat blått	[ h ˈ ʊ nː ], [ m ² oː . l a r ], [ ʝ ² ɛ̝ ʈː . a t ], [ b l ˈ ɔ tː ]
L09S02	Pojkarna lekte i parken	[ p ² ɔ ʝː . k a . ɳ a ], [ l ² eː k . t e̞ ], [ ˈ iː ], [ p ˈ a rː . k e̞ n ]
L09S03	Det står tjugo bänkar längs kajen	[ d ˈ ɛː ], [ s t ˈ oː r ], [ ɕ ² ʉː . ɡ ʊ ], [ b ² ɛ̝ ŋː . k a r ], [ l ˈ ɛ̝ ŋː s ], [ k ˈ a ʝː . e̞ n ]
L09S04	Svärmor bjöd på middag igår	[ s v ² ɛː r . m ˌ uː r ], [ b ʝ ˈ øː d ], [ p ˈ oː ], [ m ˈ ɪ dː . a ], [ ɪ . ɡ ˈ oː r ]
L09S05	Gräset var vitt av frost	[ ɡ r ˈ ɛː . s e̞ t ], [ v ˈ ɑː ], [ v ˈ ɪ tː ], [ ˈ ɑː v ], [ f r ˈ ɔ sː t ]
L09S06	Mannen slog sönder en tand	[ m ˈ a nː . e̞ n ], [ s l ˈ uː ɡ ], [ s ˈ ø̞ nː . d e̞ r ], [ ˈ ɛ̝ nː ], [ t ˈ a nː d ]
L09S07	Grannen låste sin cykel	[ ɡ r ² a nː . e̞ n ], [ l ² oː . s t e̞ ], [ s ˈ ɪ nː ], [ s ˈ ʏ kː . e̞ l ]
L09S08	Smöret smälter i stekpannan	[ s m ˈ øː . r e̞ t ], [ s m ˈ ɛ̝ lː . t e̞ r ], [ ˈ iː ], [ s t ² eː k . p ˌ a nː . a n ]
L09S09	Han förlorade partiet	[ h ˈ a nː ], [ f ø̞ . ɭ ˈ uː . r a . d e̞ ], [ p a . ʈ ˈ iː . e̞ t ]
L10S00	Tanten rullade bollen	[ t ˈ a nː . t e̞ n ], [ r ² ɵ lː . a . d e̞ ], [ b ˈ ɔ lː . e̞ n ]
L10S01	Skivan har ett rött fodral	[ ɧ ² iː . v a n ], [ h ˈ ɑː r ], [ ˈ ɛ̝ tː ], [ r ˈ ø̞ tː ], [ f ʊ . d r ˈ ɑː l ]
L10S02	Mamma skickar fjorton julkort	[ m ² a mː . a ], [ ɧ ² ɪ kː . a r ], [ f ʝ ² uː . ʈ ɔ n ], [ ʝ ² ʉː l . k ˌ ʊ ʈː ]
L10S03	Vännerna var på bio igår	[ v ² ɛ̝ nː . e̞ . ɳ a ], [ v ˈ ɑː ], [ p ˈ oː ], [ b ˈ iː . ʊ ], [ ɪ . ɡ ˈ oː r ]
L10S04	Sonen kör traktor på åkern	[ s ˈ oː . n e̞ n ], [ ɕ ˈ øː r ], [ t r ² a kː . t ʊ r ], [ p ˈ oː ], [ ˈ oː . k e̞ ɳ ]
L10S05	Han svettades under matchen	[ h ˈ a nː ], [ s v ² ɛ̝ tː . a . d e̞ s ], [ ˈ ɵ nː . d e̞ r ], [ m ˈ a ʈː . ʂ e̞ n ]
L10S06	En grön cykel stod olåst	[ ˈ ɛ̝ nː ], [ ɡ r ˈ øː n ], [ s ˈ ʏ kː . e̞ l ], [ s t ˈ uː d ], [ ² ʊ lː . ˌ oː s t ]
L10S07	Tjejerna spelar handboll ikväll	[ ɕ ² ɛ̝ ʝː . e̞ . ɳ a ], [ s p ² eː . l a r ], [ h ² a nː d . b ˌ ɔ lː ], [ ɪ . k v ˈ ɛ̝ lː ]
L10S08	Köket ska städas nästa lördag	[ ɕ ˈ øː . k e̞ t ], [ s k ˈ ɑː ], [ s t ² ɛː . d a s ], [ n ² ɛ̝ sː . t a ], [ l ˈ øː . ɖ ɑ ɡ ]
L10S09	Det är picknick på stranden vid sju	[ d ˈ ɛː ], [ ˈ ɛː ], [ p ˈ ɪ kː . n ɪ k ], [ p ˈ oː ], [ s t r ˈ a nː . d e̞ n ], [ v ˈ iː ], [ ɧ ˈ ʉː ]
L11S00	Bilen kör på skogsvägen	[ b ˈ iː . l e̞ n ], [ ɕ ˈ øː r ], [ p ˈ oː ], [ s k ² ʊ kː s . v ˌ ɛː . ɡ e̞ n ]
L11S01	Skjortorna ska hängas i skåpet	[ ɧ ² ʊ ʈː . ʊ . ɳ a ], [ s k ˈ ɑː ], [ h ² ɛ̝ ŋː . a s ], [ ˈ iː ], [ s k ˈ oː . p e̞ t ]
L11S02	De små tomaterna är gröna	[ d ˈ ɔ mː ], [ s m ˈ oː ], [ t ʊ . m ˈ ɑː . t e̞ . ɳ a ], [ ˈ ɛː ], [ ɡ r ² øː . n a ]
L11S03	Refrängen kom tre gånger	[ r e̞ . f r ˈ ɛ̝ ŋː . e̞ n ], [ k ˈ ɔ mː ], [ t r ˈ eː ], [ ɡ ² ɔ ŋː . e̞ r ]
L11S04	De tvättade i kallt vatten	[ d ˈ ɔ mː ], [ t v ² ɛ̝ tː . a . d e̞ ], [ ˈ iː ], [ k ˈ a lː t ], [ v ˈ a tː . e̞ n ]
L11S05	Flickan fick sjutton julklappar	[ f l ² ɪ kː . a n ], [ f ˈ ɪ kː ], [ ɧ ² ɵ tː . ɔ n ], [ ʝ ² ʉː l . k l ˌ a pː . a r ]
L11S06	Paret gick genom parken	[ p ˈ ɑː . r e̞ t ], [ ʝ ˈ ɪ kː ], [ ʝ ˈ eː . n ɔ m ], [ p ˈ a rː . k e̞ n ]
L11S07	Matchen spelades i gassande sol	[ m ˈ a ʈː . ʂ e̞ n ], [ s p ² eː . l a . d e̞ s ], [ ˈ iː ], [ ɡ ² a sː . a n . d e̞ ], [ s ˈ uː l ]
L11S08	Ödlan smet ner under bron	[ ² øː d . l a n ], [ s m ˈ eː t ], [ n ˈ eː r ], [ ˈ ɵ nː . d e̞ r ], [ b r ˈ uː n ]
L11S09	En häst betade bland fåren	[ ˈ ɛ̝ nː ], [ h ˈ ɛ̝ sː t ], [ b ² eː . t a . d e̞ ], [ b l ˈ a nː d ], [ f ˈ oː . r e̞ n ]
L12S00	Han brände sig på strykjärnet	[ h ˈ a nː ], [ b r ² ɛ̝ nː . d e̞ ], [ s ˈ ɛ̝ ʝː ], [ p ˈ oː ], [ s t r ² yː k . ʝ ˌ ɛː . ɳ e̞ t ]
L12S01	Växten i fönstret har en blomma	[ v ˈ ɛ̝ kː . s t e̞ n ], [ ˈ iː ], [ f ˈ ø̞ nː . s t r e̞ t ], [ h ˈ ɑː r ], [ ˈ ɛ̝ nː ], [ b l ² ʊ mː . a ]
L12S02	Han tappade kniven i sjön	[ h ˈ a nː ], [ t ² a pː . a . d e̞ ], [ k n ˈ iː . v e̞ n ], [ ˈ iː ], [ ɧ ˈ ø̞ nː ]
L12S03	Tolv muffins gräddades i ugnen	[ t ˈ ɔ lː v ], [ m ˈ ɵ fː . ɪ n s ], [ ɡ r ² ɛ̝ dː . a . d e̞ s ], [ ˈ iː ], [ ˈ ɵ ŋː . n e̞ n ]
L12S04	Farmor åker till golfbanan	[ f ² a rː . m ˌ ʊ rː ], [ ˈ oː . k e̞ r ], [ t ˈ ɪ ], [ ɡ ² ɔ lː f . b ˌ ɑː . n a n ]
L12S05	Såsen kokade över	[ s ˈ oː . s e̞ n ], [ k ² uː . k a . d e̞ ], [ ˈ øː . v e̞ r ]
L12S06	Två muggar gick sönder	[ t v ˈ oː ], [ m ² ɵ ɡː . a r ], [ ʝ ˈ ɪ kː ], [ s ˈ ø̞ nː . d e̞ r ]
L12S07	De sprang runt det gula huset	[ d ˈ eː ], [ s p r ˈ a ŋː ], [ r ˈ ɵ nː t ], [ d ˈ ɛː ], [ ɡ ² ʉː . l a ], [ h ˈ ʉː . s e̞ t ]
L12S08	I aulan hänger tolv tavlor	[ ˈ iː ], [ ˈ a͡uː . l a n ], [ h ˈ ɛ̝ ŋː . e̞ r ], [ t ˈ ɔ lː v ], [ t ² ɑː v . l ʊ r ]
L12S09	Flickan lyssnade på talet	[ f l ² ɪ kː . a n ], [ l ² ʏ sː . n a . d e̞ ], [ p ˈ oː ], [ t ˈ ɑː . l e̞ t ]
L13S00	Morfar fiskar hela dagarna	[ m ² ʊ rː . f ˌ a rː ], [ f ² ɪ sː . k a r ], [ h ² eː . l a ], [ d ² ɑː . ɡ a . ɳ a ]
L13S01	Pappa tvättar den blå bilen	[ p ² a pː . a ], [ t v ² ɛ̝ tː . a r ], [ d ˈ ɛ̝ nː ], [ b l ˈ oː ], [ b ˈ iː . l e̞ n ]
L13S02	Målaren beställde två öl	[ m ² oː . l a . r e̞ n ], [ b e̞ . s t ˈ ɛ̝ lː . d e̞ ], [ t v ˈ oː ], [ ˈ øː l ]
L13S03	Det finns en spegel i sovrummet	[ d ˈ ɛː ], [ f ˈ ɪ nː s ], [ ˈ ɛ̝ nː ], [ s p ² eː . ɡ e̞ l ], [ ˈ iː ], [ s ² oː v . r ˌ ɵ mː . e̞ t ]
L13S04	Äggen ska kokas sju minuter	[ ˈ ɛ̝ ɡː . e̞ n ], [ s k ˈ ɑː ], [ k ² uː . k a s ], [ ɧ ˈ ʉː ], [ m ɪ . n ˈ ʉː . t e̞ r ]
