Id	RLxs	SLm_00150	SLm_00250	SLm_00350	SLm_00450	SLm_00570	SLm_00700	SLm_00840	SLm_01000	SLm_01170	SLm_01370	SLm_01600	SLm_01850	SLm_02150	SLm_02500	SLm_02900	SLm_03400	SLm_04000	SLm_04800	SLm_05800	SLm_07000	SLm_08500
C	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
L19	-35,4792354646588	38,5657925815514	36,4563533864981	35,6079006963747	31,4063751269507	27,0176553293031	24,0384286327616	23,6338202365883	24,3368992778344	23,913472001558	21,4399495763838	21,5497500791237	16,7407479671497	16,7195890007299	13,4835252323219	10,0716180791539	4,55619915730773	0,430960329523799	-1,57004267104757	-2,78035136786285	-4,99540000132929	-6,02144848694669
L20	-25,1975468142095	49,6930175911053	45,2530867097079	44,0711483575261	44,6009369678238	43,6837316200949	40,3609369593916	37,1994138278037	32,8705671112772	31,9570323893841	31,7879163805427	30,918700503647	33,6197286482996	31,8964790356618	30,9446687550757	31,1305589433414	28,2548681001415	20,9026861372169	18,8269055771306	13,8232661046782	10,417581814237	12,2461669821335
L21	-35,1917952918852	16,0381338338206	13,7357849456203	12,7675270408854	17,526250847857	16,7861871721905	16,1141602471851	18,4827743604217	21,0855211207654	23,4229314233457	18,2716285311565	18,8008269245416	25,4080433069912	22,3758724964173	20,0163831996746	19,5712384509708	20,6397855679841	20,270098026914	20,9967734409349	20,1266722922346	21,7864280293912	26,6931445542554
L22	-42,0346198655958	20,5334160565233	18,4748734902943	17,4935828149389	20,3689404098721	20,0989366658005	19,3606847327853	20,5469338892313	20,6675193425664	18,095981178617	20,1112738228142	18,9601489399188	20,0563939887445	17,5031963138242	18,8412563299544	17,911150936189	18,2050326651901	16,3759635313188	16,5058768164603	16,1646423362281	13,5513892282599	14,2805515222585
L23	-24,7597611108835	48,2782445297567	43,9208739150892	42,6874528518479	44,9387751696641	44,7804999497725	40,9317760540009	40,6342085818653	37,7567075253063	36,3112749133929	35,5195089921659	30,0837816399649	27,5102142589864	26,1296020667113	26,9993167632623	26,6933603931022	24,4252432192634	19,6881167863668	17,7405787379697	14,0129466812228	10,7402120224241	11,4081939606661
L24	-24,1429767907821	48,1331015446537	48,3306064470194	46,9359955208113	45,0000827677052	46,0862284844234	42,9000826592015	40,7473933399028	37,8944462389318	36,5088047716165	33,6973673709724	29,5276153638388	25,5795979154925	24,1836665834795	27,3304489125709	24,0546966981223	21,3659712800858	19,142563942753	16,6980568679993	15,4690801961689	12,0550008475011	9,26009315808072
L25	-38,5949401495608	11,2796139232533	7,34135005438544	8,3589659204966	10,4667878291868	8,84977809870536	10,0713865792339	11,7866433106571	10,6455453213234	15,3644096754628	13,4982256482932	16,3534310813012	19,7219526936514	17,582039787164	20,7193398479179	19,6373509317915	18,2386621645749	19,2215620878023	21,0117014788866	20,2880128155223	18,265088595481	22,1199461527071
L26	-35,1857085502829	35,8324964302438	38,4762521566885	36,1563815043001	34,7771775845494	31,5167963602238	27,9252338770727	23,1982990251194	21,4140801761678	20,9383122331894	20,0239907105618	17,948671290709	15,475577068339	13,7877407767182	11,4818648482094	13,9917223119431	7,30063266617637	3,94293754509206	0,579149715869836	1,08818597903126	-2,79033639624003	-4,16161602100741
L27	-41,1429937844175	24,6144851732441	21,6494750597488	18,9419010026092	18,8306918477197	17,8999923673986	19,9077758378504	22,0195757774435	17,7363191009493	16,965796525203	16,4075621854608	16,7985913768187	20,2535181436028	20,0595937488777	21,028945317886	19,5127311970943	19,1143660301026	17,8546049138212	18,4262508433496	19,0958503384359	14,2719559947018	14,5807243132688
L28	-36,5204458900227	21,6271245802166	20,5924525343223	20,5720881377199	19,5588838575533	18,384559561257	19,1502724222083	19,4507490535493	20,8476705787617	23,5722141108389	24,5130275702834	22,3133945994017	27,1012050794319	23,4295313808089	20,785642779709	20,1220499226082	20,9129369374914	21,5517155051035	20,5232690241867	18,6513190287749	19,6349110547861	23,5836766037552
L29	-39,9505057522028	24,4746046225193	19,8221633695794	18,566314518023	14,453843672523	12,2023585279986	15,4647078372181	14,5024875171067	12,389959810843	13,6052679918542	13,5569794057607	14,681942182623	17,5128250508893	14,3983821193183	21,0728469130064	18,7257733609443	19,2895629609405	19,2714683024989	19,2186934500224	20,7999823381958	16,5546280025101	19,9503603696514
